-0.000000, -0.146458
0.006281, 0.061974
-0.029478, -0.143927
-0.013376, -0.042781
-0.023447, -0.054839
-0.024470, -0.044260
0.080585, 0.116273
-0.073802, -0.086374
0.007643, 0.007304
0.174156, 0.135640
0.228128, 0.143246
-0.019279, -0.009544
-0.061901, -0.023206
0.185217, 0.048809
0.267839, 0.042305
0.053542, 0.002982
0.144443, -0.006557
0.068978, -0.010169
0.187679, -0.047400
0.108845, -0.039534
0.136101, -0.065644
0.056151, -0.034459
0.053227, -0.040583
0.103434, -0.096831
0.280171, -0.321154
0.170607, -0.240835
0.091694, -0.161896
0.182031, -0.413917
0.148683, -0.458925
0.088403, -0.410132
0.013336, -0.119340
0.001709, -0.166245
-0.027367, -0.300802
-0.034925, -0.179910
-0.092761, -0.307755
-0.165859, -0.399220
-0.148381, -0.275018
-0.130523, -0.192523
-0.306946, -0.366802
-0.338269, -0.329980
-0.463867, -0.369002
-0.401296, -0.257771
-0.508417, -0.258236
-0.219856, -0.085010
-0.354370, -0.097291
-0.522916, -0.088113
-0.367331, -0.024251
-0.580404, 0.020372
-0.652508, 0.089356
-0.593116, 0.143327
-0.315983, 0.111105
-0.396430, 0.186209
-0.595417, 0.357021
-0.328547, 0.245204
-0.425736, 0.390422
-0.471103, 0.528938
-0.400448, 0.553143
-0.366966, 0.632663
-0.295812, 0.654307
-0.226639, 0.675772
-0.151942, 0.671332
-0.092823, 0.759775
-0.016368, 0.796022
0.039975, 0.495818
0.152614, 0.831778
0.168489, 0.580533
0.301752, 0.747919
0.291016, 0.552913
0.383324, 0.578114
0.463498, 0.565594
0.378216, 0.376613
0.553121, 0.449363
0.521829, 0.342822
0.807104, 0.420438
0.691442, 0.275557
0.747800, 0.213596
0.803310, 0.143867
0.875567, 0.066851
0.713804, -0.017711
0.813661, -0.102915
0.802558, -0.185229
0.732990, -0.249297
0.885145, -0.404711
0.710114, -0.415931
0.709916, -0.518554
0.621754, -0.558523
0.542246, -0.596358
0.491620, -0.664590
0.419570, -0.706520
0.323785, -0.697001
0.253565, -0.731043
0.169439, -0.714448
0.098351, -0.741608
0.023866, -0.773632
-0.057888, -0.823600
-0.132462, -0.766237
-0.256000, -0.917169
-0.290135, -0.740988
-0.436527, -0.850472
-0.647011, -0.997918
-0.027336, -0.042161
-0.001776, -0.002213
-0.003501, -0.003559
-0.136718, -0.113424
-0.004825, -0.003241
-0.204775, -0.109362
-0.025974, -0.010662
0.110697, 0.032853
-0.159936, -0.030343
-0.183836, -0.015938
-0.136983, 0.001990
-0.008609, 0.000999
0.028449, -0.006259
-0.106682, 0.035064
-0.204246, 0.090860
-0.201230, 0.115103
-0.260163, 0.185964
0.006619, -0.005824
-0.006803, 0.007330
-0.049995, 0.066151
-0.047284, 0.077790
-0.045205, 0.094751
-0.043286, 0.120772
-0.033740, 0.136022
-0.024065, 0.168177
-0.009649, 0.234536
0.011280, 0.188116
0.061315, 0.377779
0.072760, 0.271421
0.136613, 0.359752
0.180033, 0.359811
0.086491, 0.136452
0.128416, 0.163444
0.150887, 0.156556
0.411419, 0.348524
0.332666, 0.228475
0.201210, 0.110132
0.310398, 0.131159
0.427860, 0.131782
0.531103, 0.106429
0.259670, 0.025205
0.313982, -0.001334
0.268030, -0.028317
0.333627, -0.069809
0.500668, -0.158876
0.534119, -0.231059
0.568785, -0.317630
0.421005, -0.294441
0.478533, -0.412410
0.213186, -0.224989
0.388086, -0.502676
0.185410, -0.298081
0.190507, -0.388965
0.128906, -0.348344
0.122641, -0.473541
0.089707, -0.584033
0.030000, -0.583171
-0.032001, -0.644501
-0.079705, -0.525167
-0.102687, -0.399433
-0.195998, -0.532565
-0.201943, -0.414184
-0.258666, -0.417514
-0.416063, -0.540907
-0.394878, -0.418233
-0.391187, -0.338353
-0.460582, -0.323345
-0.585464, -0.328318
-0.651824, -0.283360
-0.816308, -0.260642
-0.635263, -0.134109
-0.793338, -0.085247
-0.587045, -0.003541
-0.721580, 0.068741
-0.916822, 0.182022
-0.858863, 0.262855
-0.629206, 0.264549
-0.835763, 0.455515
-0.633427, 0.433377
-0.504154, 0.425539
-0.693247, 0.716726
-0.450662, 0.571486
-0.389733, 0.612440
-0.330198, 0.656993
-0.283265, 0.741945
-0.234573, 0.868834
-0.162122, 0.987715
-0.064275, 1.040785
0.031450, 0.799165
0.108627, 0.768922
0.260417, 1.057953
0.332863, 0.933970
0.365280, 0.769160
0.406400, 0.671286
0.522032, 0.693306
0.686147, 0.741861
0.656378, 0.579628
0.807827, 0.579614
0.724320, 0.416030
1.031498, 0.461075
-0.023377, -0.010449
-0.002191, -0.000724
0.030061, 0.006670
0.064037, 0.007548
0.215440, 0.003514
0.048164, -0.004089
0.034784, -0.006535
-0.037740, 0.011127
0.048788, -0.019925
0.216591, -0.115176
0.043811, -0.029318
0.055542, -0.045912
-0.010376, 0.010509
0.113323, -0.140706
0.108712, -0.167019
0.073879, -0.143307
0.019165, -0.048690
0.043786, -0.155795
0.026765, -0.153192
0.013913, -0.193023
-0.007835, -0.269588
-0.021563, -0.164853
-0.022020, -0.093592
-0.137643, -0.399135
-0.101515, -0.219553
-0.124632, -0.210724
-0.180017, -0.244263
-0.253907, -0.280249
-0.066533, -0.059982
-0.305755, -0.224176
-0.291627, -0.171514
-0.267409, -0.122844
-0.186419, -0.063774
-0.174555, -0.040616
-0.157465, -0.020203
-0.202322, -0.005381
-0.406226, 0.030287
-0.358261, 0.063502
-0.310394, 0.088060
-0.194797, 0.077229
-0.309410, 0.160477
-0.422269, 0.276338
-0.311531, 0.252170
-0.314381, 0.311932
-0.244121, 0.296812
-0.160121, 0.240555
-0.132206, 0.250097
-0.189903, 0.468280
-0.142856, 0.488948
-0.088722, 0.478736
-0.027701, 0.336089
0.007648, 0.407303
0.080222, 0.666516
0.096682, 0.430740
0.135226, 0.405609
0.205612, 0.456964
0.332159, 0.575015
0.408693, 0.566659
0.289954, 0.326723
0.515881, 0.474787
0.492345, 0.368823
0.601784, 0.362301
0.463539, 0.218741
0.678116, 0.239799
0.756504, 0.184241
0.552886, 0.076719
0.797886, 0.029431
0.651293, -0.041830
0.768001, -0.128001
0.547552, -0.149279
0.651986, -0.250762
0.493856, -0.249732
0.748291, -0.478777
0.709566, -0.562387
0.568091, -0.552194
0.423510, -0.504265
0.320777, -0.471338
0.400552, -0.739244
0.354253, -0.848403
0.239489, -0.789456
0.127515, -0.650651
0.090709, -0.977675
-0.008049, -0.947474
-0.069878, -0.635576
-0.150095, -0.702424
-0.202269, -0.628150
-0.326858, -0.746851
-0.514351, -0.911932
-0.584162, -0.827752
-0.588156, -0.676624
-0.716007, -0.672696
-0.677029, -0.518121
-0.692241, -0.426517
-0.989056, -0.479221
-0.719270, -0.262701
-0.751593, -0.191250
-0.821855, -0.122665
-1.126553, -0.053159
-0.980291, 0.052848
-1.139188, 0.177850
